Stadt/Gemeinde,50/60 Liter RestmÌ_ll,80/90 Liter RestmÌ_ll,120 Liter RestmÌ_ll,240 Liter RestmÌ_ll,1.100 Liter RestmÌ_ll,60 Liter RestmÌ_ll,80 Liter RestmÌ_ll,120 Liter RestmÌ_ll,240 Liter RestmÌ_ll, JahresgesamtgebÌ_hr fÌ_r 4 Pers. je 120 l Rest- und Bioabfall
"Aachen,,""240,67"",""292,42"",""499,41"",""1982,88"",""46,30"",""69,45"",""92,60"",""185,20"",""385,02"""
"Ahlen,n.a.,""98,23"",""147,35"",""294,70"",""1350,69"",n.a.,""98,23"",""147,35"",""294,70"",""294,70"""
"Aldenhoven,n.a.,""155,43"",""233,15"",""466,29"",""2137,17"",n.a.,n.a.,""78,46"",""140,22"",""311,61"""
"Altenberge,""73,20"",""96,36"",""142,80"",""281,40"",""1.290,00"",n.a.,n.a.,""55,20"",""110,40"",""198,00"""
"AnrÌ¦chte,n.a.,""110,00"",""152,00"",""280,00"",n.a.,n.a.,""46,00"",""69,00"",""137,00"",""221,00"""
"Bad Berleburg,""102,64"",n.a.,""158,76"",""271,00"",n.a.,n.a.,n.a.,""96,88"",""144,76"",""255,64"""
"Bad Oeynhausen,n.a.,""88,70"",""133,05"",""266,10"",""1.219,61"",n.a.,""60,00"",""90,00"",""180,00"",""223,05"""
"Bad Sassendorf,n.a.,""102,84"",""129,72"",""251,64"",""1.405,20"",n.a.,""60,24"",""76,32"",n.a.,""206,04"""
"Beckum,n.a.,""103,68"",""139,80"",""245,60"",""1.060,56"",n.a.,n.a.,""65,16"",""130,08"",""204,96"""
"Bedburg-Hau,""102,00"",""136,00"",""204,00"",""408,00"",n.a.,n.a.,n.a.,""60,00"",""120,00"",""264,00"""
"Bergisch Gladbach,""164,28"",""246,36"",""328,56"",""657,12"",""3.011,76"",n.a.,n.a.,""45,00"",""87,00"",""373,56"""
"Bergkamen,""120,00"",""160,00"",""240,00"",""480,00"",""2.200,00"",""49,80"",n.a.,""99,60"",""199,20"",""339,60"""
"Bielefeld,""60,36"",n.a.,""120,72"",""241,44"",""1.056,96"",""46,56"",n.a.,""93,12"",""186,24"",""213,84"""
"Bocholt,n.a.,n.a.,""136,00"",""218,00"",""916,00"",n.a.,n.a.,""64,00"",""98,00"",""200,00"""
"Bochum,""139,50"",""186,00"",""279,10"",""558,20"",""2.558,70"",""30,00"",""40,00"",""60,00"",""120,00"",""339,10"""
"Borgholzhausen,""130,20"",""173,60"",""260,40"",""520,80"",""2.387,00"",""46,20"",""61,60"",""92,40"",""184,80"",""352,80"""
"BrÌ_hl,n.a.,""116,00"",""174,00"",""348,00"",""1.589,00"",n.a.,n.a.,""37,50"",""75,00"",""211,50"""
"BÌ_nde,n.a.,""86,30"",""129,45"",""258,96"",""1.182,62"",n.a.,""61,56"",""92,28"",""184,56"",""221,73"""
"Burscheid,""80,50"",""128,80"",""193,20"",""386,40"",""1.771,00"",n.a.,""44,80"",""67,20"",""134,40"",""416,28"""
"Dorsten,n.a.,""136,80"",""205,20"",""410,40"",""1.881,00"",n.a.,n.a.,""55,20"",""110,40"",""260,40"""
"Dortmund,""114,13"",""144,57"",""216,86"",""388,06"",""1.674,01"",n.a.,""82,63"",""111,66"",""198,77"",""328,52"""
"Duisburg,""84,52"",""112,72"",""169,08"",""338,16"",""1.592,40"",n.a.,""74,00"",""98,00"",""166,00"",""304,32"""
"Emsdetten,n.a.,""86,00"",""105,00"",""148,00"",""589,00"",n.a.,n.a.,""36,00"",""45,00"",""141,00"""
"Enger,""91,20"",""121,60"",""182,40"",""364,80"",""1.672,00"",""33,00"",""44,00"",""66,00"",""132,00"",""248,40"""
